Data,Hora,Equipamento,Usuário Reserva
2017-09-15,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-09-18,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-18,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-18,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-18,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-09-19,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-09-19,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-09-19,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-09-19,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-09-19,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-19,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-09-19,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-09-19,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-09-19,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-09-20,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-20,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-20,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-09-20,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-09-20,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-20,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-09-20,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-09-21,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-09-21,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-09-21,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-21,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-21,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-21,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-09-21,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-09-21,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-21,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-09-22,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-22,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-09-22,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-09-22,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-25,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-25,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-25,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-25,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-09-25,08:00 ~ 10:00,MET CM120,xxxxx
2017-09-25,14:00 ~ 16:00,MET CM120,xxxxx
2017-09-25,16:00 ~ 18:00,MET CM120,xxxxx
2017-09-25,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-26,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-09-26,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-26,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-26,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-26,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-09-26,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-09-26,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-09-26,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-09-27,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-27,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-09-27,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-27,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-09-28,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-09-28,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-09-28,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-09-28,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-09-28,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-09-28,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-09-28,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-09-28,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-09-28,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-09-29,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-09-29,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-09-29,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-09-29,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-09-29,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-09-29,14:00 ~ 16:00,MET CM120,xxxxx
2017-09-29,16:00 ~ 18:00,MET CM120,xxxxx
2017-09-29,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-02,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-02,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-02,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-02,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-02,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-03,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-10-03,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-03,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-03,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-03,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-03,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-03,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-03,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-03,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-04,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-04,14:00 ~ 16:00,MET CM120,xxxxx
2017-10-04,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2017-10-04,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-05,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-05,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-05,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-06,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-06,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-06,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-09,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-09,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-09,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-09,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-09,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-09,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-09,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-10,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-10,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-10,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-10,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-10,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-10,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-10,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-10,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-11,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-11,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-11,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-11,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-11,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-11,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-11,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-11,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-11,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-11,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-10-11,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-11,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-11,08:00 ~ 10:00,MET CM120,xxxxx
2017-10-11,10:00 ~ 12:00,MET CM120,xxxxx
2017-10-16,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-16,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-17,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-17,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-17,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-10-17,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-17,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-17,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-17,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-18,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-18,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-18,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-18,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-18,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-18,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-18,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-18,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-18,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-18,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-19,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-19,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-19,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-19,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-19,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-19,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-19,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-19,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-19,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-19,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-19,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-19,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-19,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-19,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-20,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-20,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-20,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-20,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-20,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-20,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-20,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-20,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-20,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-20,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-20,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-20,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-20,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-20,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-23,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-23,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-23,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-23,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-23,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-23,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-23,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-23,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-23,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-23,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-24,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-24,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-24,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-24,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-24,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-24,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-10-24,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-24,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-24,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-24,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-24,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-24,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-25,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-25,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-25,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-10-25,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-25,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2017-10-25,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-25,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-25,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-10-25,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-25,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-10-25,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-25,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-25,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2017-10-25,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2017-10-25,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2017-10-25,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2017-10-25,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2017-10-25,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-25,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-25,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-25,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-25,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-25,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-25,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-25,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-25,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-25,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2017-10-26,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-26,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-10-26,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-26,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2017-10-26,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-10-26,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-26,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-10-26,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-26,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-26,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2017-10-26,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2017-10-26,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2017-10-26,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2017-10-26,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2017-10-26,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-26,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-26,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-26,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-26,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-26,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-10-27,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-27,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-27,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-27,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-27,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-27,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2017-10-27,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-10-27,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-27,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-10-27,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-27,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-27,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2017-10-27,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2017-10-27,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2017-10-27,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2017-10-27,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2017-10-27,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-27,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-27,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-27,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-27,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-27,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-27,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-10-27,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2017-10-30,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-30,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-30,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-30,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-30,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-30,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-10-30,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-30,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2017-10-30,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-10-30,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-10-30,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-10-30,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2017-10-30,08:00 ~ 10:00,MET CM120,xxxxx
2017-10-30,10:00 ~ 12:00,MET CM120,xxxxx
2017-10-31,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-10-31,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-10-31,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-10-31,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-10-31,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-10-31,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-10-31,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-10-31,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-10-31,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-10-31,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-10-31,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-10-31,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-10-31,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-10-31,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2017-10-31,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2017-10-31,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-11-01,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-11-01,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-11-01,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-11-01,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2017-11-01,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-11-01,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-11-01,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-11-01,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-11-01,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2017-11-01,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-01,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-01,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-11-01,08:00 ~ 10:00,MET CM120,xxxxx
2017-11-06,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-11-06,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-11-06,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-11-06,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-11-06,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-11-06,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-11-06,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-11-06,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-11-06,08:00 ~ 10:00,MET CM120,xxxxx
2017-11-06,10:00 ~ 12:00,MET CM120,xxxxx
2017-11-06,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-11-06,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-11-06,14:00 ~ 16:00,MET CM120,xxxxx
2017-11-06,16:00 ~ 18:00,MET CM120,xxxxx
2017-11-07,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2017-11-07,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-11-07,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-11-07,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-11-07,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-11-07,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-11-07,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2017-11-07,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-11-07,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-11-07,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-11-07,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2017-11-07,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-11-07,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-11-07,08:00 ~ 10:00,MET CM120,xxxxx
2017-11-07,10:00 ~ 12:00,MET CM120,xxxxx
2017-11-07,14:00 ~ 16:00,MET CM120,xxxxx
2017-11-07,16:00 ~ 18:00,MET CM120,xxxxx
2017-11-07,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-11-08,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2017-11-08,08:00 ~ 10:00,MET CM120,xxxxx
2017-11-08,10:00 ~ 12:00,MET CM120,xxxxx
2017-11-08,12:00 ~ 14:00,MET CM120,xxxxx
2017-11-08,14:00 ~ 16:00,MET CM120,xxxxx
2017-11-08,16:00 ~ 18:00,MET CM120,xxxxx
2017-11-08,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-08,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-08,12:00 ~ 14:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-08,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-08,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-08,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2017-11-08,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2017-11-08,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2017-11-08,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2017-11-08,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2017-11-08,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2017-11-08,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2017-11-08,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2017-11-08,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2017-11-08,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2017-11-09,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2017-11-09,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2017-11-09,08:00 ~ 10:00,MET CM120,xxxxx
2017-11-09,10:00 ~ 12:00,MET CM120,xxxxx
2017-11-09,12:00 ~ 14:00,MET CM120,xxxxx
2017-11-09,14:00 ~ 16:00,MET CM120,xxxxx
2017-11-09,16:00 ~ 18:00,MET CM120,xxxxx
2017-11-09,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-09,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-09,12:00 ~ 14:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-09,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2017-11-09,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
